cardholderid,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
LA-015-1011,21775.51,24121.48,0.2685,11166.67,5450.7,0.0658,0.0603,20222.22,23871.22,0.0986
LA-014-1076,24301.08,26149.98,0.2548,11708.33,5645.15,0.0658,0.0493,19833.33,20709.56,0.0986
LA-006-1174,21515.15,22042.34,0.2712,11687.5,6007.98,0.0438,0.0575,19848.48,21032.89,0.0904
RI-010-1022,20674.31,22504.26,0.5973,10555.56,4988.24,0.0986,0.1123,17528.74,20416.5,0.2384
LA-012-1247,25989.9,25993.13,0.2712,12722.22,6143.44,0.0493,0.0493,20121.95,20165.81,0.1123
KN-001-1163,18528.85,19924.59,0.2849,11684.21,6018.98,0.0521,0.0767,22038.46,22717.33,0.1425
LA-004-1313,23419.35,24693.92,0.2548,11153.85,5289.08,0.0356,0.0411,18777.78,21406.42,0.0986
KN-002-1150,19913.04,22571.35,0.3151,11518.52,5279.64,0.074,0.063,18725.0,16821.82,0.1096
RI-002-1051,22414.89,22368.53,0.5151,10057.69,4868.52,0.1425,0.137,20779.07,22459.06,0.2356
LA-014-1202,24012.05,22872.66,0.2274,13666.67,6746.49,0.0329,0.0384,21894.74,21252.4,0.1041
EN-001-1020,21942.86,21996.23,0.5753,9904.76,5211.66,0.1151,0.1288,22935.48,25211.2,0.2548
LA-012-1184,23701.3,23838.86,0.211,13117.65,6173.35,0.0466,0.0767,20516.13,21303.94,0.0849
KN-002-1082,19892.16,24268.67,0.2795,11600.0,6467.73,0.0548,0.0795,27490.2,26949.12,0.1397
KN-007-1127,24126.21,25181.57,0.2822,11375.0,5844.45,0.0658,0.0877,26500.0,27589.65,0.126
KN-010-1069,23376.0,25991.21,0.3425,11050.0,5481.79,0.0548,0.0685,25441.86,30064.46,0.1178
LA-015-1123,22290.0,24739.57,0.274,12000.0,5814.6,0.0603,0.0712,18151.52,20234.75,0.0904
KN-001-1101,23405.94,25917.24,0.2767,10027.03,5575.18,0.1014,0.0767,26314.81,28212.02,0.1479
LA-006-1075,22286.96,24012.34,0.3151,14888.89,5979.27,0.0493,0.0438,24314.29,27051.99,0.0959
RI-004-1012,19772.73,20287.62,0.5425,9628.57,4672.11,0.0959,0.1123,21457.83,21794.66,0.2274
LA-015-1054,19604.94,20806.06,0.2219,12117.65,6122.52,0.0466,0.0466,24371.43,28463.69,0.0959
RI-007-1013,20582.57,19831.43,0.5973,10739.13,5483.04,0.126,0.1041,17571.43,18924.66,0.211
KN-008-1133,17625.0,17714.12,0.2849,11718.75,5848.82,0.0877,0.0658,16770.83,19802.47,0.1315
KN-001-1196,19851.85,22666.54,0.2959,10100.0,5221.64,0.0822,0.0548,20377.78,19255.8,0.1233
KN-002-1229,23155.34,24559.16,0.2822,13388.89,6307.22,0.0493,0.0685,23071.43,31110.65,0.1151
KN-003-1016,18780.95,20883.83,0.2877,14133.33,5742.9,0.0411,0.074,17948.28,21318.32,0.1589
LA-012-1034,23460.78,24440.95,0.2795,11894.74,5108.76,0.0521,0.0712,19300.0,19974.6,0.1096
LA-009-1115,21228.57,24862.8,0.2877,9785.71,5753.64,0.0384,0.0603,12875.0,13592.57,0.0877
KN-004-1089,23232.76,23570.56,0.3178,11214.29,5883.8,0.0767,0.063,23153.85,23257.75,0.1068
LA-007-1237,24523.81,24224.95,0.2877,12700.0,5657.78,0.0548,0.0658,20945.95,24094.66,0.1014
LA-011-1092,21932.58,27434.96,0.2438,10500.0,5431.39,0.0384,0.0493,19410.26,23193.37,0.1068
KN-001-1002,20455.88,22324.17,0.3726,10960.0,5954.55,0.0685,0.0466,18895.83,19146.96,0.1315
LA-001-1022,17137.25,18700.37,0.2795,12095.24,5271.67,0.0575,0.0658,20027.03,18051.6,0.1014
LA-007-1162,27907.22,27338.95,0.2658,12500.0,5919.33,0.0384,0.0466,23705.88,21717.93,0.0932
RI-008-1099,20777.78,23111.76,0.5425,10181.82,5314.63,0.1205,0.1096,23765.96,25347.66,0.2575
LA-004-1074,22031.91,22370.99,0.2575,12111.11,5890.06,0.0493,0.0411,19763.16,19670.85,0.1041
LA-006-1106,20794.64,22333.73,0.3068,9950.0,5375.14,0.0548,0.0219,21794.87,21828.49,0.1068
LA-003-1209,19836.96,20463.46,0.2521,10111.11,3953.98,0.0493,0.0521,22777.78,28102.99,0.0986
KN-002-1143,24621.62,24867.67,0.3041,11869.57,5643.21,0.063,0.0795,20367.35,23127.99,0.1342
LA-001-1135,20425.53,24244.49,0.2575,10583.33,5123.83,0.0658,0.0411,22307.69,26884.89,0.1068
LA-002-1034,22868.13,23682.25,0.2493,12666.67,6118.28,0.0575,0.0548,15250.0,11893.28,0.0986
LA-004-1297,19622.45,21576.77,0.2685,10500.0,5431.39,0.0384,0.0548,17096.15,14451.08,0.1425
RI-001-1041,18696.97,20494.62,0.4521,12850.0,6099.81,0.1096,0.1014,22337.5,23969.36,0.2192
LA-001-1111,23177.08,19665.62,0.263,11250.0,5379.05,0.0548,0.0548,18153.85,25502.88,0.1068
LA-013-1050,22141.41,22204.99,0.2712,8000.0,3343.12,0.0493,0.0658,24024.39,27424.89,0.1123
LA-012-1115,26507.94,25780.53,0.3452,9333.33,4284.03,0.0493,0.0521,25510.64,29184.47,0.1288
LA-010-1017,20033.33,20746.98,0.2466,13263.16,5342.1,0.0521,0.074,18968.75,20760.52,0.0877
KN-006-1184,26826.92,29064.52,0.2849,11739.13,5817.04,0.063,0.0767,17925.0,18605.74,0.1096
RI-005-1025,21066.96,22768.67,0.6137,10893.62,5615.33,0.1288,0.1014,22623.53,25706.2,0.2329
RI-003-1013,18465.35,19756.26,0.5534,10764.71,5464.75,0.1397,0.1178,20605.26,23718.39,0.2082
RI-009-1053,21864.86,25867.1,0.5068,11531.25,5576.36,0.0877,0.1096,20308.64,24644.8,0.2219
LA-005-1270,19142.86,19995.32,0.2493,11300.0,5371.46,0.0548,0.0493,19600.0,21895.68,0.0822
KN-003-1059,17227.64,21998.07,0.337,11307.69,5555.32,0.0712,0.074,16613.64,18396.43,0.1205
LA-008-1278,25666.67,21641.51,0.2548,12923.08,5964.64,0.0356,0.0493,22757.58,25879.57,0.0904
EN-003-1034,22267.86,24113.51,0.6137,12600.0,5718.39,0.1233,0.1288,20389.61,24058.68,0.211
LA-005-1198,25348.84,22435.14,0.2356,10863.64,5994.41,0.0603,0.0658,19183.67,21263.89,0.1342
LA-013-1051,24456.31,24734.98,0.2822,8600.0,3621.37,0.0411,0.0685,20390.24,20886.45,0.1123
KN-002-1236,23678.9,26841.06,0.2986,11281.25,5748.68,0.0877,0.0767,19913.04,24871.07,0.126
KN-004-1174,25473.68,27281.25,0.3644,10642.86,5256.6,0.0384,0.063,23363.64,26234.27,0.1205
EN-005-1032,17836.13,19142.44,0.6521,11304.35,5776.85,0.126,0.1151,18885.06,22758.81,0.2384
LA-005-1213,22044.64,22842.74,0.3068,10666.67,5052.11,0.0411,0.0411,19250.0,26380.6,0.1096
EN-001-1071,19502.26,24131.95,0.6055,12828.57,6089.94,0.0959,0.1342,18526.32,20211.86,0.2082
LA-014-1210,25247.31,28854.08,0.2548,10047.62,5162.13,0.0575,0.0411,26833.33,29940.42,0.0986
KN-005-1214,18480.92,17544.38,0.3589,13357.14,6441.84,0.0767,0.063,23836.36,24170.51,0.1507
RI-010-1046,20004.48,22361.59,0.611,10675.0,5336.8,0.1096,0.1342,23024.69,25862.12,0.2219
KN-007-1145,17837.21,21593.5,0.2356,9904.76,4570.61,0.0575,0.063,20000.0,24819.35,0.1041
LA-004-1205,26691.36,27445.69,0.2219,11125.0,5512.11,0.0438,0.0466,23344.83,26850.48,0.0795
RI-005-1100,18417.09,20692.6,0.5452,11847.83,6203.82,0.126,0.1123,18158.54,20723.62,0.2247
KN-005-1058,20085.94,21152.25,0.3507,11852.94,5919.32,0.0932,0.0603,21300.0,23938.91,0.137
LA-012-1188,26440.68,26130.36,0.3233,11588.24,5756.07,0.0466,0.0356,24459.46,21967.9,0.1014
KN-009-1137,23936.17,26062.35,0.3863,13250.0,5928.93,0.0658,0.0521,17510.64,14134.25,0.1288
KN-006-1155,20750.0,19546.43,0.3068,10774.19,6200.59,0.0849,0.0493,15750.0,17565.08,0.1315
RI-007-1092,21968.75,23345.41,0.6137,10432.43,5387.95,0.1014,0.0795,20250.0,21888.8,0.1973
LA-014-1064,27380.43,23127.85,0.2521,10454.55,6266.8,0.0301,0.0712,20685.71,24170.68,0.0959
LA-014-1137,23107.53,23056.86,0.2548,11952.38,6020.6,0.0575,0.0274,23368.42,24324.85,0.1041
KN-007-1070,19762.71,21730.15,0.3233,9473.68,5719.06,0.0521,0.0877,23000.0,26774.58,0.1151
LA-001-1026,18764.04,19846.58,0.2438,10150.0,5382.97,0.0548,0.0466,20763.16,23766.24,0.1041
LA-008-1082,18826.09,18690.43,0.2521,10666.67,5757.74,0.0329,0.0411,22588.24,27391.79,0.0932
LA-008-1227,24190.48,23879.54,0.2877,13166.67,5772.65,0.0493,0.0466,24911.76,26149.18,0.0932
LA-015-1225,26179.49,24337.32,0.2137,12400.0,6598.7,0.0411,0.0438,13333.33,12140.21,0.074
LA-009-1178,24159.57,22343.99,0.2575,13238.1,6220.17,0.0575,0.0603,23482.76,16161.29,0.0795
KN-002-1167,17359.65,19623.05,0.3123,11434.78,5392.13,0.063,0.0466,21434.78,24801.12,0.126
KN-005-1215,18761.9,22282.7,0.3452,14750.0,6212.89,0.0438,0.063,21136.36,23318.41,0.1205
RI-001-1057,23155.78,23997.49,0.5452,11885.71,6105.79,0.0959,0.1397,20865.38,20810.78,0.2849
KN-002-1073,18168.22,20137.49,0.2932,10571.43,5626.47,0.0575,0.0603,16607.14,19305.84,0.1534
KN-004-1135,22531.53,24896.45,0.3041,10200.0,4654.75,0.0685,0.0438,17843.14,23528.17,0.1397
LA-006-1190,20170.45,19542.6,0.2411,12100.0,6086.22,0.0548,0.0603,18022.22,21226.58,0.1233
LA-015-1191,24019.61,26345.0,0.2795,11090.91,5190.73,0.0603,0.0603,19189.19,19809.98,0.1014
LA-001-1171,22336.63,24600.93,0.2767,11033.33,5708.33,0.0822,0.0521,19868.42,21219.79,0.1041
LA-015-1219,23918.6,23524.81,0.2356,9411.76,4416.71,0.0466,0.0548,22000.0,24957.35,0.1288
EN-001-1008,23385.96,23736.44,0.6247,10906.98,5895.17,0.1178,0.1233,20108.43,22440.71,0.2274
RI-001-1015,24224.22,27765.17,0.611,9902.44,4928.51,0.1123,0.0904,24666.67,25919.79,0.2137
KN-001-1064,16572.82,16492.78,0.2822,13392.86,6419.53,0.0767,0.0712,15181.82,12516.54,0.1205
KN-007-1175,24509.62,26329.5,0.2849,11066.67,5692.91,0.0822,0.0767,21884.62,23388.16,0.1425
LA-010-1067,24337.21,24208.71,0.2356,10700.0,5016.81,0.0548,0.0575,17297.3,18340.7,0.1014
LA-007-1199,22750.0,23089.46,0.2082,10909.09,5974.19,0.0301,0.0466,24097.56,28846.84,0.1123
LA-009-1014,22384.62,24518.0,0.2849,15285.71,5743.61,0.0384,0.0658,17324.32,22749.91,0.1014
KN-009-1017,20291.67,22584.44,0.3288,12944.44,5985.0,0.0493,0.0822,22716.98,21691.35,0.1452
RI-008-1062,18838.1,21048.87,0.5753,12071.43,6098.35,0.1151,0.1123,16942.03,14886.71,0.189
LA-011-1129,29934.78,30890.38,0.2521,12000.0,6232.34,0.0548,0.0411,16526.32,20513.33,0.1041
RI-009-1029,22939.09,25048.25,0.5397,11967.74,5822.28,0.0849,0.1288,22012.82,24914.66,0.2137
KN-009-1025,20128.21,24472.2,0.3205,12526.32,5994.15,0.0521,0.0685,16530.61,18122.39,0.1342
LA-008-1003,30852.63,26491.25,0.2603,13300.0,5685.62,0.0548,0.0438,18627.91,22062.71,0.1178
RI-009-1067,19994.95,22146.6,0.5425,11765.96,6154.58,0.1288,0.1288,22761.36,24635.27,0.2411
KN-009-1127,16094.34,19906.7,0.2904,10500.0,5865.78,0.0767,0.0712,18509.8,19729.54,0.1397
LA-006-1125,20967.03,20638.39,0.2493,11136.36,5138.98,0.0603,0.0603,17682.93,19221.65,0.1123
KN-002-1175,22655.17,24733.4,0.3178,10838.71,5273.18,0.0849,0.1041,18021.28,17572.82,0.1288
LA-010-1154,27516.13,28078.93,0.2548,9761.9,4504.5,0.0575,0.0356,21472.22,24244.57,0.0986
LA-001-1049,19500.0,19384.5,0.2356,12700.0,6266.87,0.0548,0.074,25437.5,27870.6,0.0877
KN-004-1155,22762.71,21603.53,0.3233,12750.0,5884.76,0.0658,0.063,15673.08,20177.37,0.1425
RI-001-1091,21793.97,24506.91,0.5452,12276.6,5799.93,0.1288,0.1205,20776.6,24454.11,0.2575
RI-002-1003,21395.94,24304.52,0.5397,11900.0,6221.55,0.1096,0.1014,21232.56,22301.5,0.2356
KN-005-1077,18149.53,20941.43,0.2932,13000.0,6528.05,0.074,0.0603,18851.85,21638.02,0.1479
LA-013-1059,25277.78,27855.58,0.2466,10857.14,6052.15,0.0575,0.0466,19190.48,19571.31,0.1151
LA-010-1006,22327.87,23900.77,0.3342,10789.47,5921.51,0.0521,0.0548,21292.68,19762.65,0.1123
RI-001-1112,21015.31,22642.03,0.537,10177.78,5184.28,0.1233,0.1068,25797.87,27256.48,0.2575
LA-009-1126,20013.89,19811.43,0.1973,11045.45,5769.19,0.0603,0.0411,15526.32,14600.51,0.1041
LA-003-1002,20963.86,21384.09,0.2274,11142.86,6036.52,0.0384,0.0466,27090.91,26059.26,0.0904
LA-003-1055,25323.23,26193.87,0.2712,10000.0,5477.23,0.0548,0.0411,18711.54,23669.57,0.1425
KN-009-1156,20842.11,22592.81,0.3123,14285.71,6370.4,0.0767,0.0849,16555.56,14849.77,0.1479
KN-010-1033,19793.1,20720.72,0.3178,10360.0,5203.2,0.0685,0.0822,28875.0,30895.35,0.1096
LA-015-1195,27857.14,21409.21,0.2877,11352.94,5873.04,0.0466,0.0548,24342.86,29491.72,0.0959
LA-015-1206,24404.76,27003.4,0.2301,10652.17,5270.92,0.063,0.0411,15317.07,19334.48,0.1123
RI-007-1035,19816.67,20094.33,0.6575,11649.12,5478.83,0.1562,0.1151,22096.39,24462.82,0.2274
LA-015-1192,21443.04,22778.62,0.2164,10727.27,4776.84,0.0301,0.0466,22829.27,24846.43,0.1123
RI-010-1097,21008.66,23409.21,0.6329,10062.5,5123.87,0.0877,0.0986,23426.83,25430.14,0.2247
RI-003-1035,21417.14,25778.96,0.4795,11100.0,5168.54,0.0822,0.1041,18902.44,20163.9,0.2247
LA-013-1144,21825.69,24041.96,0.2986,12272.73,6103.72,0.0603,0.0521,20432.43,21414.61,0.1014
KN-001-1165,20168.32,18484.08,0.2767,11181.82,6396.7,0.0603,0.0767,18854.17,18981.5,0.1315
KN-007-1122,17705.88,20926.97,0.326,10416.67,5904.43,0.0658,0.0685,17270.27,19677.47,0.1014
LA-004-1115,18931.82,17606.68,0.2411,13600.0,5985.95,0.0548,0.0575,18757.58,23784.23,0.0904
LA-001-1227,23055.56,22867.16,0.2466,9833.33,4892.52,0.0822,0.0521,16425.53,14285.51,0.1288
LA-013-1265,29263.74,28026.51,0.2493,12086.96,6052.14,0.063,0.0329,21138.89,25350.29,0.0986
KN-004-1128,18482.76,21601.32,0.3178,11535.71,5679.61,0.0767,0.074,22788.46,24346.63,0.1425
KN-004-1158,17173.91,19886.51,0.3781,9600.0,4898.98,0.0685,0.1068,19960.0,24299.96,0.137
KN-006-1191,23077.59,24672.87,0.3178,11300.0,6272.52,0.0274,0.0658,16767.44,21913.07,0.1178
KN-001-1085,21230.77,23395.91,0.3205,11550.0,5933.62,0.0548,0.0548,22245.61,25707.34,0.1562
RI-003-1074,19631.31,22922.52,0.5425,11461.54,5683.99,0.1068,0.126,20439.02,24431.86,0.2247
RI-010-1023,17932.13,22344.82,0.6055,11160.0,6062.13,0.137,0.0904,22012.5,26048.88,0.2192
RI-009-1087,21946.9,25633.43,0.6192,10595.74,4937.26,0.1288,0.1288,21000.0,23049.06,0.2247
LA-012-1008,24309.28,24083.35,0.2658,9875.0,5503.46,0.0658,0.0329,24419.35,28920.32,0.0849
LA-006-1182,17275.51,15498.44,0.2685,12347.83,5859.02,0.063,0.0767,23023.81,22958.59,0.1151
RI-001-1097,20304.35,24398.57,0.5671,9730.77,4720.66,0.0712,0.1151,19162.79,24574.43,0.2356
LA-006-1234,26260.0,25724.89,0.274,11615.38,5960.38,0.0712,0.0384,18550.0,15922.81,0.1096
LA-012-1125,23940.0,23589.43,0.274,10687.5,5804.81,0.0438,0.0493,26620.69,26885.22,0.0795
KN-008-1047,24211.38,25560.68,0.337,12181.82,5811.92,0.0904,0.0658,23877.19,25974.62,0.1562
KN-002-1077,18477.48,20186.34,0.3041,10500.0,4500.96,0.0822,0.0685,24925.93,28088.04,0.1479
KN-010-1091,23567.16,25719.85,0.3671,11647.06,6537.79,0.0466,0.0712,20800.0,24588.09,0.1096
KN-001-1195,19033.61,25035.55,0.326,12640.0,5844.37,0.0685,0.0274,23000.0,20809.3,0.1041
LA-015-1287,28445.95,29376.23,0.2027,9300.0,4164.67,0.0274,0.0521,19250.0,17039.44,0.0767
LA-009-1170,18458.33,18204.06,0.263,12000.0,6000.0,0.0493,0.0658,24720.0,29426.52,0.137
LA-015-1155,26211.76,25817.17,0.2329,12333.33,6453.45,0.0493,0.0712,30260.87,32471.27,0.063
KN-008-1143,22044.64,25352.08,0.3068,10820.51,4967.64,0.1068,0.074,21722.22,21147.93,0.0986
RI-007-1096,18465.97,20976.87,0.5233,11888.89,6022.71,0.0986,0.1151,20581.63,23412.89,0.2685
RI-005-1102,21150.0,23369.6,0.5479,10553.19,5523.89,0.1288,0.1178,24975.31,25747.8,0.2219
EN-004-1058,20985.58,22819.92,0.5699,11261.9,5517.42,0.1151,0.1288,19355.56,20820.43,0.2466
KN-001-1170,23918.7,25198.1,0.337,12833.33,5835.92,0.0658,0.0603,24895.83,27043.89,0.1315
LA-014-1197,24010.42,24957.01,0.263,13000.0,5869.8,0.063,0.0575,22236.84,22787.42,0.1041
KN-001-1179,20298.97,21288.28,0.2658,9555.56,5843.27,0.0493,0.0493,18409.09,19582.05,0.1205
LA-003-1082,24923.91,26354.82,0.2521,10631.58,6011.2,0.0521,0.0575,17903.23,15757.23,0.0849
RI-009-1031,18269.84,23588.81,0.5178,11684.21,5937.08,0.1041,0.1315,20900.0,22521.21,0.2192
LA-011-1283,23129.03,25402.94,0.2548,10600.0,5165.82,0.0411,0.0438,16210.53,18666.57,0.1041
LA-002-1039,29978.49,28237.34,0.2548,11882.35,5611.18,0.0466,0.0356,16304.35,17983.78,0.126
LA-007-1234,24568.63,25832.86,0.2795,11272.73,5917.62,0.0301,0.0685,18312.5,24358.13,0.0877
LA-011-1255,23772.28,24547.86,0.2767,9916.67,3449.86,0.0329,0.0384,16687.5,15457.41,0.0877
KN-010-1063,18712.0,20090.05,0.3425,10526.32,5263.8,0.0521,0.0685,20425.93,21889.6,0.1479
LA-002-1071,22793.1,24661.96,0.2384,12750.0,6737.95,0.0438,0.0438,15883.72,12851.18,0.1178
KN-003-1100,23635.59,27645.39,0.3233,9607.14,5216.35,0.0767,0.0822,24849.06,26638.89,0.1452
LA-009-1262,21047.62,20513.31,0.2877,10050.0,5355.52,0.0548,0.063,25372.55,27853.88,0.1397
LA-009-1088,26064.1,26254.67,0.2137,12111.11,5939.78,0.0493,0.0521,20638.89,24598.67,0.0986
KN-004-1033,18146.15,18082.12,0.3562,10708.33,5145.53,0.0658,0.0521,22372.09,25359.34,0.1178
KN-008-1072,23882.98,23356.45,0.2575,10875.0,5558.48,0.0658,0.0712,21560.98,20724.44,0.1123
KN-008-1057,21488.19,23355.05,0.3479,13538.46,6372.01,0.0356,0.0521,18173.08,18609.21,0.1425
KN-005-1091,19930.77,22216.41,0.3562,10800.0,5966.57,0.0411,0.074,20384.62,25361.04,0.1425
EN-002-1025,20897.67,22224.61,0.589,9136.36,4663.52,0.1205,0.1041,20323.53,22121.7,0.2795
LA-006-1150,24084.11,26972.43,0.2932,12437.5,6196.44,0.0438,0.0548,17250.0,16274.49,0.1096
KN-004-1190,18048.78,22746.23,0.337,11650.0,5878.37,0.0548,0.0904,22061.22,20570.42,0.1342
LA-012-1018,22255.32,24854.39,0.2575,9888.89,3983.63,0.0493,0.0411,19125.0,20122.94,0.1096
RI-006-1058,20177.88,20643.79,0.5699,12342.86,6516.69,0.0959,0.1123,19968.75,22841.54,0.263
LA-007-1172,25090.91,24721.17,0.211,12285.71,5693.35,0.0575,0.074,21657.89,21554.8,0.1041
RI-010-1008,23004.81,24687.91,0.5699,12393.94,5984.04,0.0904,0.0822,24602.94,27436.84,0.1863
RI-009-1068,22522.17,24574.66,0.5562,10081.08,5870.73,0.1014,0.1288,23115.38,26248.06,0.2137
LA-004-1287,24525.25,25835.56,0.2712,12368.42,6800.41,0.0521,0.0575,26111.11,27219.51,0.0986
RI-009-1091,21241.21,23650.27,0.5452,11272.73,6169.56,0.1205,0.0795,18543.21,21174.31,0.2219
KN-010-1195,22245.45,23465.84,0.3014,10636.36,6043.85,0.0603,0.0658,15282.05,15862.81,0.1068
LA-012-1095,25801.8,24959.9,0.3041,12555.56,6279.96,0.0493,0.0466,17930.23,25057.45,0.1178
RI-004-1064,17886.6,21327.39,0.5315,12129.03,6103.23,0.0849,0.1123,21738.64,23472.41,0.2411
LA-014-1187,28838.38,27584.64,0.2712,13235.29,6722.44,0.0466,0.0493,15717.95,19589.13,0.1068
LA-013-1178,22917.65,26232.57,0.2329,11909.09,5854.66,0.0603,0.0493,24875.0,31627.62,0.0877
LA-004-1187,22866.67,22658.02,0.2877,12333.33,6629.66,0.0411,0.0658,20222.22,20688.31,0.0986
LA-009-1161,20818.18,23184.87,0.2712,10850.0,5556.17,0.0548,0.0521,18478.26,14605.54,0.126
LA-013-1162,25183.49,26713.56,0.2986,11904.76,5458.07,0.0575,0.0411,22127.66,24946.57,0.1288
LA-001-1206,30035.29,29971.99,0.2329,9142.86,4928.05,0.0384,0.0329,23500.0,22163.7,0.1041
LA-004-1018,22432.1,22128.0,0.2219,13578.95,6362.35,0.0521,0.0466,19257.14,22994.04,0.0959
LA-014-1012,26686.75,28636.04,0.2274,12190.48,5827.68,0.0575,0.0384,13718.75,13332.56,0.0877
RI-003-1043,22029.27,24581.38,0.5616,11500.0,5553.26,0.0877,0.0959,19904.76,23090.51,0.2301
LA-004-1109,21537.63,23904.5,0.2548,11533.33,6379.28,0.0411,0.0438,22264.71,24970.66,0.0932
LA-006-1250,26480.77,26964.19,0.2849,15043.48,5888.96,0.063,0.0384,23000.0,27241.9,0.0932
LA-004-1083,27040.0,27084.57,0.274,10629.63,5851.68,0.074,0.0712,15800.0,14049.73,0.1096
KN-001-1111,19038.17,21903.07,0.3589,10441.18,5582.39,0.0932,0.0685,20470.59,21717.6,0.1397
KN-006-1046,21622.95,25343.04,0.3342,13814.81,5738.11,0.074,0.0548,21355.56,22189.43,0.1233
LA-004-1068,20158.73,22437.26,0.3452,12136.36,6311.71,0.0603,0.063,22052.63,26678.21,0.1041
LA-015-1144,26400.0,26177.33,0.274,10722.22,5366.62,0.0493,0.063,22645.16,26010.96,0.0849
KN-008-1030,19587.16,22254.92,0.2986,12310.34,5862.13,0.0795,0.0521,20224.49,23937.65,0.1342
LA-003-1021,21202.02,22870.52,0.2712,11875.0,5909.03,0.0438,0.0521,17717.95,22978.19,0.1068
LA-001-1084,24130.43,25353.86,0.2521,11857.14,5994.04,0.0575,0.0466,23820.51,26987.2,0.1068
RI-008-1067,21455.0,24574.53,0.5479,12574.47,5837.45,0.1288,0.1205,21560.0,23015.41,0.2055
KN-001-1009,19682.93,21888.43,0.337,9818.18,5233.92,0.0603,0.0658,18843.14,17909.07,0.1397
LA-002-1139,20654.32,20775.68,0.2219,10800.0,5717.93,0.0548,0.0521,18526.32,20890.62,0.1041
LA-008-1054,21822.92,21490.26,0.263,11200.0,6169.53,0.0548,0.0466,26131.58,25039.61,0.1041
RI-009-1054,25544.5,27056.41,0.5233,12604.65,5916.64,0.1178,0.0767,21808.82,26646.53,0.1863
LA-003-1127,24123.46,24324.05,0.2219,9954.55,4303.68,0.0603,0.0384,20416.67,23341.89,0.1315
LA-015-1247,21378.05,23352.71,0.2247,11823.53,5559.17,0.0466,0.0329,25000.0,25909.18,0.0795
RI-005-1105,20788.73,23172.19,0.5836,10317.07,5460.95,0.1123,0.1068,22285.71,24057.38,0.1918
LA-002-1187,23928.57,25600.43,0.3068,10050.0,4559.26,0.0548,0.0521,16972.22,15918.52,0.0986
LA-009-1097,23568.42,25258.52,0.2603,12400.0,6572.67,0.0548,0.0822,19523.81,21437.64,0.1151
KN-002-1061,23135.14,27742.48,0.3041,11933.33,5607.47,0.0822,0.0466,28163.27,28990.19,0.1342
KN-010-1047,21843.14,24203.65,0.2795,11600.0,6055.3,0.0685,0.074,16739.13,14267.97,0.126
LA-001-1058,22628.87,25665.04,0.2658,10428.57,5045.51,0.0575,0.0658,24054.05,27026.68,0.1014
KN-005-1105,20632.08,21686.65,0.2904,12320.0,6011.93,0.0685,0.0795,23651.16,20570.3,0.1178
LA-013-1193,26515.15,23420.89,0.2712,10315.79,6119.66,0.0521,0.0603,18025.64,16144.88,0.1068
LA-012-1288,24336.84,23420.13,0.2603,9619.05,5435.77,0.0575,0.0712,19372.09,22763.82,0.1178
LA-009-1294,23156.25,25292.95,0.263,10368.42,5469.21,0.0521,0.0521,25500.0,30434.46,0.1151
RI-007-1112,21565.45,22209.88,0.5233,10764.71,5057.6,0.0932,0.1041,18488.89,22245.94,0.2466
KN-007-1013,27569.11,30318.55,0.337,13333.33,6404.26,0.0658,0.0603,24326.09,27374.81,0.126
KN-010-1002,17577.59,18114.2,0.3178,13291.67,5988.97,0.0658,0.0685,19225.0,22828.78,0.1096
RI-008-1017,22380.95,24145.84,0.5753,12666.67,6212.16,0.1233,0.1014,22344.83,25012.01,0.2384
LA-012-1027,23527.78,24818.01,0.2959,11851.85,5579.52,0.074,0.0658,22000.0,23663.0,0.0904
LA-010-1139,20214.29,18896.32,0.3068,12600.0,6322.3,0.0411,0.0603,21962.96,21709.89,0.1479
KN-004-1062,18210.08,18616.96,0.326,11913.04,6808.5,0.063,0.0658,26703.12,28314.94,0.1753
RI-006-1018,20136.79,23191.66,0.5808,12888.89,6034.83,0.1233,0.0822,21632.91,24074.76,0.2164
LA-005-1137,25270.83,24829.3,0.263,9714.29,4730.08,0.0384,0.0548,25690.48,23843.48,0.1151
LA-002-1005,21290.91,21714.3,0.3014,8650.0,4246.05,0.0548,0.0658,21500.0,27192.08,0.0932
KN-010-1137,19073.77,22833.99,0.3342,11666.67,6970.53,0.0493,0.0685,15634.15,14571.82,0.1123
LA-004-1157,24960.53,24758.27,0.2082,13166.67,6492.08,0.0493,0.0521,24720.0,27370.18,0.0685
KN-006-1063,23772.28,26989.95,0.2767,10761.9,5575.88,0.0575,0.074,20961.54,16115.95,0.1425
LA-010-1140,26163.27,25512.36,0.2685,10388.89,6288.54,0.0493,0.0411,20676.47,24389.17,0.0932
LA-002-1102,23300.0,24038.57,0.2466,12650.0,6301.84,0.0548,0.0575,20615.38,17183.89,0.0712
RI-009-1043,22078.53,22485.76,0.5233,9744.68,5276.97,0.1288,0.1123,20463.16,21807.09,0.2603
LA-004-1289,26451.92,24887.27,0.2849,10666.67,6007.93,0.0411,0.0795,29677.42,31986.86,0.0849
LA-009-1197,24466.67,28300.24,0.2466,10473.68,5984.87,0.0521,0.0466,22145.83,23036.5,0.1315
RI-008-1102,21489.8,24514.25,0.537,11600.0,6084.03,0.1096,0.1315,16616.67,19900.68,0.1644
